"filename", "language", "C#", "TypeScript", "HTML", "PostCSS", "comment", "blank", "total"
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/admin/admin-panel/admin-panel.component.ts", "TypeScript", 0, 9, 0, 0, 0, 3, 12
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/app-routing.module.ts", "TypeScript", 0, 49, 0, 0, 0, 3, 52
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/app.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/app.component.html", "HTML", 0, 0, 22, 0, 0, 2, 24
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/app.component.spec.ts", "TypeScript", 0, 31, 0, 0, 0, 5, 36
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/app.component.ts", "TypeScript", 0, 29, 0, 0, 0, 5, 34
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/app.module.ts", "TypeScript", 0, 112, 0, 0, 0, 2, 114
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/not-found/not-found.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/not-found/not-found.component.html", "HTML", 0, 0, 6, 0, 0, 1, 7
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/not-found/not-found.component.ts", "TypeScript", 0, 12, 0, 0, 0, 5, 17
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/server-error/server-error.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/server-error/server-error.component.html", "HTML", 0, 0, 26, 0, 0, 1, 27
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/server-error/server-error.component.ts", "TypeScript", 0, 16, 0, 0, 0, 3, 19
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/test-errors/test-errors.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/test-errors/test-errors.component.html", "HTML", 0, 0, 27, 0, 0, 2, 29
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/errors/test-errors/test-errors.component.ts", "TypeScript", 0, 65, 0, 0, 0, 9, 74
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/home/home.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/home/home.component.html", "HTML", 0, 0, 20, 0, 0, 2, 22
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/home/home.component.ts", "TypeScript", 0, 19, 0, 0, 0, 6, 25
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/lists/lists.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/lists/lists.component.html", "HTML", 0, 0, 46, 0, 0, 3, 49
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/lists/lists.component.ts", "TypeScript", 0, 33, 0, 0, 0, 5, 38
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-card/member-card.component.css", "PostCSS", 0, 0, 0, 31, 0, 6, 37
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-card/member-card.component.html", "HTML", 0, 0, 41, 0, 0, 1, 42
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-card/member-card.component.ts", "TypeScript", 0, 26, 0, 0, 0, 5, 31
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-detail/carousel.config.ts", "TypeScript", 0, 7, 0, 0, 3, 2, 12
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-detail/member-detail.component.css", "PostCSS", 0, 0, 0, 13, 0, 3, 16
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-detail/member-detail.component.html", "HTML", 0, 0, 85, 0, 0, 4, 89
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-detail/member-detail.component.ts", "TypeScript", 0, 73, 0, 0, 3, 11, 87
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-edit/member-edit.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-edit/member-edit.component.html", "HTML", 0, 0, 97, 0, 0, 2, 99
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-edit/member-edit.component.ts", "TypeScript", 0, 52, 0, 0, 0, 5, 57
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-list/member-list.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-list/member-list.component.html", "HTML", 0, 0, 92, 0, 0, 8, 100
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-list/member-list.component.ts", "TypeScript", 0, 49, 0, 0, 0, 8, 57
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-messages/member-messages.component.css", "PostCSS", 0, 0, 0, 13, 0, 3, 16
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-messages/member-messages.component.html", "HTML", 0, 0, 63, 0, 0, 1, 64
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/member-messages/member-messages.component.ts", "TypeScript", 0, 26, 0, 0, 0, 5, 31
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/photo-editor/photo-editor.component.css", "PostCSS", 0, 0, 0, 11, 0, 3, 14
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/photo-editor/photo-editor.component.html", "HTML", 0, 0, 70, 0, 0, 3, 73
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/members/photo-editor/photo-editor.component.ts", "TypeScript", 0, 77, 0, 0, 69, 20, 166
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/messages/messages.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/messages/messages.component.html", "HTML", 0, 0, 98, 0, 0, 5, 103
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/messages/messages.component.ts", "TypeScript", 0, 46, 0, 0, 0, 7, 53
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/nav/nav.component.css", "PostCSS", 0, 0, 0, 7, 0, 1, 8
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/nav/nav.component.html", "HTML", 0, 0, 96, 0, 0, 3, 99
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/nav/nav.component.ts", "TypeScript", 0, 31, 0, 0, 0, 4, 35
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/register/register.component.css", "PostCSS", 0, 0, 0, 0, 0, 1, 1
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/register/register.component.html", "HTML", 0, 0, 76, 0, 0, 12, 88
"/home/ash/FriendshipApp/FriendshipApp1/client/src/app/register/register.component.ts", "TypeScript", 0, 71, 0, 0, 0, 8, 79
"/home/ash/FriendshipApp/FriendshipApp1/client/src/environments/environment.prod.ts", "TypeScript", 0, 4, 0, 0, 0, 1, 5
"/home/ash/FriendshipApp/FriendshipApp1/client/src/environments/environment.ts", "TypeScript", 0, 4, 0, 0, 11, 3, 18
"/home/ash/FriendshipApp/FriendshipApp1/client/src/index.html", "HTML", 0, 0, 13, 0, 0, 1, 14
"/home/ash/FriendshipApp/FriendshipApp1/client/src/main.ts", "TypeScript", 0, 9, 0, 0, 0, 4, 13
"/home/ash/FriendshipApp/FriendshipApp1/client/src/polyfills.ts", "TypeScript", 0, 1, 0, 0, 57, 8, 66
"/home/ash/FriendshipApp/FriendshipApp1/client/src/styles.css", "PostCSS", 0, 0, 0, 143, 77, 21, 241
"/home/ash/FriendshipApp/FriendshipApp1/client/src/test.ts", "TypeScript", 0, 11, 0, 0, 2, 3, 16
"Total", "-", 1122, 1456, 917, 218, 222, 520, 4455
